        YEAR       MONTH         DAY        HOUR      MINUTE   N_Cluster         LON         LAT       IND_X       IND_Y     REFLECT   yyyyy_xx1   yyyyy_xx2 yyyyyyy_xx3     yyy_xx4     yyy_xx5       RIVER         CXE    PRECIPIT         VIL
   2014.0000     10.0000      1.0000      0.0000      0.0000      4.0000    -60.4914     -1.9489     95.0000     60.0000     20.9844      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.9164      0.1785
   2014.0000     10.0000      1.0000      0.0000      0.0000      4.0000    -60.4714     -1.9489     96.0000     60.0000     20.7812      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8882      0.1727
   2014.0000     10.0000      1.0000      0.0000      0.0000      4.0000    -60.7314     -1.9689     83.0000     61.0000     24.7031      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.6218      0.4449
   2014.0000     10.0000      1.0000      0.0000      0.0000      4.0000    -60.7114     -1.9689     84.0000     61.0000     21.2188      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.9499      0.1683
   2014.0000     10.0000      1.0000      0.0000      0.0000      4.0000    -60.6714     -1.9689     86.0000     61.0000     23.7344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.3977      0.4007
   2014.0000     10.0000      1.0000      0.0000      0.0000      4.0000    -60.6514     -1.9689     87.0000     61.0000     23.7344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.3977      0.3996
   2014.0000     10.0000      1.0000      0.0000      0.0000      4.0000    -60.5714     -1.9689     91.0000     61.0000     24.6094      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.5986      0.2631
   2014.0000     10.0000      1.0000      0.0000      0.0000      4.0000    -60.5514     -1.9689     92.0000     61.0000     22.7344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.1988      0.2055
   2014.0000     10.0000      1.0000      0.0000      0.0000      4.0000    -60.5314     -1.9689     93.0000     61.0000     20.7188      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8798      0.1865
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.5314     -1.7889     93.0000     52.0000     28.2500      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      2.7954      0.4246
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.5114     -1.7889     94.0000     52.0000     28.2500      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      2.7954      0.6178
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.4914     -1.7889     95.0000     52.0000     25.7344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.8999      0.4450
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.4714     -1.7889     96.0000     52.0000     25.7344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.8999      0.4412
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.5914     -1.8089     90.0000     53.0000     23.3906      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.3258      0.2864
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.5714     -1.8089     91.0000     53.0000     23.4531      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.3386      0.4826
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.5514     -1.8089     92.0000     53.0000     32.8750      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      5.6856      1.9998
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.5314     -1.8089     93.0000     53.0000     33.8281      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      6.5814      2.4477
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.5114     -1.8089     94.0000     53.0000     28.7812      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      3.0329      1.0227
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.4914     -1.8089     95.0000     53.0000     27.0938      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      2.3408      0.8247
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.4714     -1.8089     96.0000     53.0000     29.0625      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      3.1667      0.9128
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.7114     -1.8289     84.0000     54.0000     22.3438      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.1290      0.3620
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.6714     -1.8289     86.0000     54.0000     23.8438      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.4213      0.4711
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.6514     -1.8289     87.0000     54.0000     29.6406      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      3.4606      0.6554
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.6314     -1.8289     88.0000     54.0000     30.0312      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      3.6745      0.6471
   2014.0000     10.0000      1.0000      0.0000     12.0000      3.0000    -60.6114     -1.8289     89.0000     54.0000     25.9844      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.9742      0.8087
