n_cluster;year;month;day;hour;minute;lon;lat
7.0;2014.0;9.0;1.0;17.0;12.0;-58.5714
7.0;2014.0;9.0;1.0;17.0;12.0;-58.6114
8.0;2014.0;9.0;1.0;17.0;24.0;-58.6714
8.0;2014.0;9.0;1.0;17.0;24.0;-58.6114
18.0;2014.0;9.0;1.0;17.0;36.0;-58.6914
28.0;2014.0;9.0;1.0;18.0;0.0;-58.8114
34.0;2014.0;9.0;1.0;18.0;12.0;-59.0114
48.0;2014.0;9.0;1.0;18.0;24.0;-59.0914
48.0;2014.0;9.0;1.0;18.0;24.0;-59.0114
48.0;2014.0;9.0;1.0;18.0;24.0;-58.9914
48.0;2014.0;9.0;1.0;18.0;24.0;-58.9914
40.0;2014.0;9.0;1.0;18.0;36.0;-59.0914
40.0;2014.0;9.0;1.0;18.0;36.0;-59.1314
41.0;2014.0;9.0;1.0;18.0;48.0;-59.2314
41.0;2014.0;9.0;1.0;18.0;48.0;-59.2314
41.0;2014.0;9.0;1.0;18.0;48.0;-59.2114
41.0;2014.0;9.0;1.0;18.0;48.0;-59.1914
41.0;2014.0;9.0;1.0;18.0;48.0;-59.1514
41.0;2014.0;9.0;1.0;18.0;48.0;-59.2314
41.0;2014.0;9.0;1.0;18.0;48.0;-59.2114
41.0;2014.0;9.0;1.0;18.0;48.0;-59.1714
41.0;2014.0;9.0;1.0;18.0;48.0;-59.2114
41.0;2014.0;9.0;1.0;18.0;48.0;-59.1714
41.0;2014.0;9.0;1.0;18.0;48.0;-59.1514
41.0;2014.0;9.0;1.0;18.0;48.0;-59.0514
41.0;2014.0;9.0;1.0;18.0;48.0;-59.2114
41.0;2014.0;9.0;1.0;18.0;48.0;-59.1914
41.0;2014.0;9.0;1.0;18.0;48.0;-59.1514
41.0;2014.0;9.0;1.0;18.0;48.0;-59.1314
41.0;2014.0;9.0;1.0;18.0;48.0;-59.1714
41.0;2014.0;9.0;1.0;18.0;48.0;-59.1514
41.0;2014.0;9.0;1.0;18.0;48.0;-58.9314
41.0;2014.0;9.0;1.0;18.0;48.0;-58.8914
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2114
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2514
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2314
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2114
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2114
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2114
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2714
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2514
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2114
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2514
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2114
36.0;2014.0;9.0;1.0;19.0;0.0;-59.1914
36.0;2014.0;9.0;1.0;19.0;0.0;-59.2514
36.0;2014.0;9.0;1.0;19.0;0.0;-59.1514
36.0;2014.0;9.0;1.0;19.0;0.0;-59.1714
36.0;2014.0;9.0;1.0;19.0;0.0;-59.1514
36.0;2014.0;9.0;1.0;19.0;0.0;-59.1914
36.0;2014.0;9.0;1.0;19.0;0.0;-59.1514
36.0;2014.0;9.0;1.0;19.0;0.0;-59.1314
36.0;2014.0;9.0;1.0;19.0;0.0;-59.0914
40.0;2014.0;9.0;1.0;19.0;12.0;-59.1914
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2914
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2714
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2314
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2914
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2714
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2514
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2914
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2714
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2514
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2314
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2114
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2714
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2514
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2314
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2114
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2714
40.0;2014.0;9.0;1.0;19.0;12.0;-59.1514
40.0;2014.0;9.0;1.0;19.0;12.0;-59.2114
40.0;2014.0;9.0;1.0;19.0;12.0;-59.1114
40.0;2014.0;9.0;1.0;19.0;12.0;-59.0914
40.0;2014.0;9.0;1.0;19.0;12.0;-59.0914
40.0;2014.0;9.0;1.0;19.0;12.0;-59.0914
40.0;2014.0;9.0;1.0;19.0;12.0;-59.0514
40.0;2014.0;9.0;1.0;19.0;12.0;-59.1114
40.0;2014.0;9.0;1.0;19.0;12.0;-59.0714
40.0;2014.0;9.0;1.0;19.0;12.0;-59.0114
36.0;2014.0;9.0;1.0;19.0;24.0;-59.2314
36.0;2014.0;9.0;1.0;19.0;24.0;-59.2114
36.0;2014.0;9.0;1.0;19.0;24.0;-59.3514
36.0;2014.0;9.0;1.0;19.0;24.0;-59.3114
36.0;2014.0;9.0;1.0;19.0;24.0;-59.3114
36.0;2014.0;9.0;1.0;19.0;24.0;-59.2914
36.0;2014.0;9.0;1.0;19.0;24.0;-59.2514
36.0;2014.0;9.0;1.0;19.0;24.0;-59.2714
36.0;2014.0;9.0;1.0;19.0;24.0;-59.2514
36.0;2014.0;9.0;1.0;19.0;24.0;-59.2914
36.0;2014.0;9.0;1.0;19.0;24.0;-59.2714
36.0;2014.0;9.0;1.0;19.0;24.0;-59.2514
36.0;2014.0;9.0;1.0;19.0;24.0;-59.1714
36.0;2014.0;9.0;1.0;19.0;24.0;-59.1514
36.0;2014.0;9.0;1.0;19.0;24.0;-59.1114
36.0;2014.0;9.0;1.0;19.0;24.0;-59.1514
36.0;2014.0;9.0;1.0;19.0;24.0;-59.0914
36.0;2014.0;9.0;1.0;19.0;24.0;-59.0714
33.0;2014.0;9.0;1.0;19.0;36.0;-59.2714
33.0;2014.0;9.0;1.0;19.0;36.0;-59.2514
33.0;2014.0;9.0;1.0;19.0;36.0;-59.2314
33.0;2014.0;9.0;1.0;19.0;36.0;-59.3714
33.0;2014.0;9.0;1.0;19.0;36.0;-59.2914
33.0;2014.0;9.0;1.0;19.0;36.0;-59.3714
33.0;2014.0;9.0;1.0;19.0;36.0;-59.3514
33.0;2014.0;9.0;1.0;19.0;36.0;-59.3714
33.0;2014.0;9.0;1.0;19.0;36.0;-59.3514
33.0;2014.0;9.0;1.0;19.0;36.0;-59.1714
33.0;2014.0;9.0;1.0;19.0;36.0;-59.2314
33.0;2014.0;9.0;1.0;19.0;36.0;-59.1514
33.0;2014.0;9.0;1.0;19.0;36.0;-59.1314
33.0;2014.0;9.0;1.0;19.0;36.0;-59.1114
