n_cluster;year;month;day;hour;minute;lon;lat
33.0;2014.0;9.0;1.0;19.0;36.0;-59.3714
30.0;2014.0;9.0;1.0;19.0;48.0;-59.3314
30.0;2014.0;9.0;1.0;19.0;48.0;-59.3114
30.0;2014.0;9.0;1.0;19.0;48.0;-59.4714
30.0;2014.0;9.0;1.0;19.0;48.0;-59.4114
30.0;2014.0;9.0;1.0;19.0;48.0;-59.5114
30.0;2014.0;9.0;1.0;19.0;48.0;-59.4714
30.0;2014.0;9.0;1.0;19.0;48.0;-59.4914
30.0;2014.0;9.0;1.0;19.0;48.0;-59.4314
30.0;2014.0;9.0;1.0;19.0;48.0;-59.4114
30.0;2014.0;9.0;1.0;19.0;48.0;-59.3914
30.0;2014.0;9.0;1.0;19.0;48.0;-59.3314
30.0;2014.0;9.0;1.0;19.0;48.0;-59.4114
30.0;2014.0;9.0;1.0;19.0;48.0;-59.3714
30.0;2014.0;9.0;1.0;19.0;48.0;-59.3914
30.0;2014.0;9.0;1.0;19.0;48.0;-59.3114
30.0;2014.0;9.0;1.0;19.0;48.0;-59.2314
30.0;2014.0;9.0;1.0;19.0;48.0;-59.1714
29.0;2014.0;9.0;1.0;20.0;0.0;-59.4914
29.0;2014.0;9.0;1.0;20.0;0.0;-59.5514
29.0;2014.0;9.0;1.0;20.0;0.0;-59.5314
29.0;2014.0;9.0;1.0;20.0;0.0;-59.5114
29.0;2014.0;9.0;1.0;20.0;0.0;-59.4114
29.0;2014.0;9.0;1.0;20.0;0.0;-59.5514
29.0;2014.0;9.0;1.0;20.0;0.0;-59.3914
29.0;2014.0;9.0;1.0;20.0;0.0;-59.3514
28.0;2014.0;9.0;1.0;20.0;12.0;-59.5914
28.0;2014.0;9.0;1.0;20.0;12.0;-59.5914
28.0;2014.0;9.0;1.0;20.0;12.0;-59.4914
28.0;2014.0;9.0;1.0;20.0;12.0;-59.4714
28.0;2014.0;9.0;1.0;20.0;12.0;-59.6114
28.0;2014.0;9.0;1.0;20.0;12.0;-59.5914
28.0;2014.0;9.0;1.0;20.0;12.0;-59.5714
28.0;2014.0;9.0;1.0;20.0;12.0;-59.6114
28.0;2014.0;9.0;1.0;20.0;12.0;-59.5914
28.0;2014.0;9.0;1.0;20.0;12.0;-59.5714
28.0;2014.0;9.0;1.0;20.0;12.0;-59.5314
28.0;2014.0;9.0;1.0;20.0;12.0;-59.4114
28.0;2014.0;9.0;1.0;20.0;12.0;-59.4714
28.0;2014.0;9.0;1.0;20.0;12.0;-59.4514
28.0;2014.0;9.0;1.0;20.0;12.0;-59.5514
33.0;2014.0;9.0;1.0;20.0;24.0;-59.6314
33.0;2014.0;9.0;1.0;20.0;24.0;-59.6114
33.0;2014.0;9.0;1.0;20.0;24.0;-59.5914
33.0;2014.0;9.0;1.0;20.0;24.0;-59.5714
33.0;2014.0;9.0;1.0;20.0;24.0;-59.5514
33.0;2014.0;9.0;1.0;20.0;24.0;-59.6314
33.0;2014.0;9.0;1.0;20.0;24.0;-59.6114
33.0;2014.0;9.0;1.0;20.0;24.0;-59.5914
33.0;2014.0;9.0;1.0;20.0;24.0;-59.6514
33.0;2014.0;9.0;1.0;20.0;24.0;-59.6314
33.0;2014.0;9.0;1.0;20.0;24.0;-59.6114
33.0;2014.0;9.0;1.0;20.0;24.0;-59.5914
33.0;2014.0;9.0;1.0;20.0;24.0;-59.5714
33.0;2014.0;9.0;1.0;20.0;24.0;-59.5514
33.0;2014.0;9.0;1.0;20.0;24.0;-59.6514
33.0;2014.0;9.0;1.0;20.0;24.0;-59.5914
33.0;2014.0;9.0;1.0;20.0;24.0;-59.5514
24.0;2014.0;9.0;1.0;20.0;36.0;-59.6714
24.0;2014.0;9.0;1.0;20.0;36.0;-59.6314
24.0;2014.0;9.0;1.0;20.0;36.0;-59.6714
24.0;2014.0;9.0;1.0;20.0;36.0;-59.6514
24.0;2014.0;9.0;1.0;20.0;36.0;-59.6314
24.0;2014.0;9.0;1.0;20.0;36.0;-59.7314
24.0;2014.0;9.0;1.0;20.0;36.0;-59.6514
24.0;2014.0;9.0;1.0;20.0;36.0;-59.6314
24.0;2014.0;9.0;1.0;20.0;36.0;-59.6114
24.0;2014.0;9.0;1.0;20.0;36.0;-59.6314
21.0;2014.0;9.0;1.0;21.0;0.0;-59.7914
21.0;2014.0;9.0;1.0;21.0;0.0;-59.7714
21.0;2014.0;9.0;1.0;21.0;0.0;-59.7714
21.0;2014.0;9.0;1.0;21.0;0.0;-59.7114
