        YEAR       MONTH         DAY        HOUR      MINUTE   N_Cluster         LON         LAT       IND_X       IND_Y     REFLECT   yyyyy_xx1   yyyyy_xx2 yyyyyyy_xx3     yyy_xx4     yyy_xx5       RIVER         CXE    PRECIPIT         VIL
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0314     -2.2889    168.0000     77.0000     28.7500      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      3.0184      0.6176
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0114     -2.2889    169.0000     77.0000     22.7344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.1988      0.2055
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0914     -2.3089    165.0000     78.0000     29.7344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      3.5108      0.8073
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0714     -2.3089    166.0000     78.0000     26.3281      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      2.0812      0.7144
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0514     -2.3089    167.0000     78.0000     29.2344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      3.2514      0.6436
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0314     -2.3089    168.0000     78.0000     37.5469      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000     17.8770      1.5903
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0114     -2.3089    169.0000     78.0000     34.4531      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000     11.0112      1.1410
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0714     -2.3289    166.0000     79.0000     20.2031      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8128      0.3750
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0514     -2.3289    167.0000     79.0000     25.8125      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.9228      0.4188
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0314     -2.3289    168.0000     79.0000     35.9844      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000     13.9960      1.3703
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0114     -2.3289    169.0000     79.0000     33.6094      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      9.6480      1.1179
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -58.9914     -2.3289    170.0000     79.0000     29.1094      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      3.1896      0.5476
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0514     -2.3489    167.0000     80.0000     20.7188      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8798      0.2513
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0314     -2.3489    168.0000     80.0000     24.5625      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.5871      0.4178
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0114     -2.3489    169.0000     80.0000     32.3281      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      7.8937      0.7610
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -58.9714     -2.3489    171.0000     80.0000     21.1094      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.9341      0.2664
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -59.0114     -2.3689    169.0000     81.0000     20.3125      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8266      0.2578
   2014.0000      9.0000      1.0000     16.0000     24.0000      1.0000    -58.9914     -2.3889    170.0000     82.0000     20.1406      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8050      0.1461
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.1514     -2.2289    162.0000     74.0000     20.9375      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.9098      0.1621
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.1514     -2.2489    162.0000     75.0000     20.4375      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8426      0.1519
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.1314     -2.2489    163.0000     75.0000     22.2344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.1102      0.1928
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.1314     -2.2689    163.0000     76.0000     21.8438      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.0456      0.2264
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.1114     -2.2689    164.0000     76.0000     20.5625      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8589      0.1924
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.1314     -2.2889    163.0000     77.0000     23.0625      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      1.8491      0.2154
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.1114     -2.2889    164.0000     77.0000     21.7812      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.0356      0.2234
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.0914     -2.2889    165.0000     77.0000     20.6250      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8672      0.1957
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.0714     -2.2889    166.0000     77.0000     22.2656      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.1155      0.2284
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.0514     -2.2889    167.0000     77.0000     22.9844      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      1.8266      0.2114
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.1114     -2.3089    164.0000     78.0000     20.0312      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.7916      0.1989
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.0914     -2.3089    165.0000     78.0000     21.3750      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.9730      0.2227
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.0714     -2.3089    166.0000     78.0000     22.2812      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.1182      0.2342
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.0514     -2.3089    167.0000     78.0000     20.6562      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8713      0.1551
   2014.0000      9.0000      1.0000     16.0000     36.0000      3.0000    -59.0914     -2.3289    165.0000     79.0000     20.2031      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8128      0.1473
